employee_id,name,age,gender,department,region,category,salary,sales,experience_years,join_date,performance_score,email,status
31,Neha Rao,39.0,Male,Marketing,South,A,51411.0,48909,11,2016-02-17,1.5,neha.rao31@example.com,Active
32,Sneha Reddy,25.0,Male,Finance,North,B,63039.0,38604,19,2019-12-06,4.8,sneha.reddy32@example.com,Active
33,Arjun Reddy,60.0,Male,Sales,South,B,137166.0,1045,26,2017-05-08,2.0,arjun.reddy33@example.com,Active
34,Mohan Gupta,29.0,Female,IT,East,A,64954.0,4123,7,2023-11-15,3.3,mohan.gupta34@example.com,Inactive
35,Isha Sharma,55.0,Male,Finance,South,B,101749.0,38340,12,2019-10-15,1.8,isha.sharma35@example.com,Active
36,Neha Reddy,30.0,Male,IT,West,C,147638.0,95154,27,2022-12-22,3.1,neha.reddy36@example.com,Inactive
37,Arjun Verma,26.0,Male,Marketing,North,C,121921.0,7653,26,2023-12-10,3.9,arjun.verma37@example.com,Inactive
38,Riya Gupta,42.0,Male,Operations,South,A,86182.0,87050,8,2023-10-09,3.8,riya.gupta38@example.com,Inactive
39,Meera Singh,47.0,Male,Finance,North,C,54120.0,80155,9,2020-10-29,4.0,meera.singh39@example.com,Active
40,Varun Verma,56.0,Female,Finance,East,A,128685.0,23175,2,2019-03-16,1.2,varun.verma40@example.com,Active
41,Pooja Kumar,47.0,Male,IT,North,B,111008.0,69902,14,2024-11-11,3.5,pooja.kumar41@example.com,Inactive
42,Rohit Kumar,59.0,Female,Sales,West,A,147711.0,31838,6,2023-03-05,3.9,rohit.kumar42@example.com,Active
43,Divya Singh,30.0,Female,IT,South,C,135806.0,33640,32,2025-09-07,3.6,divya.singh43@example.com,Inactive
44,Suresh Sharma,51.0,Female,Finance,West,B,96182.0,42756,3,2022-02-25,2.7,suresh.sharma44@example.com,Inactive
45,Divya Reddy,41.0,Male,IT,West,C,123545.0,78148,21,2022-06-19,1.9,divya.reddy45@example.com,Active
46,Krishna Rao,33.0,Male,Sales,East,B,,72354,19,2022-07-24,1.3,krishna.rao46@example.com,Active
47,Mohan Sharma,28.0,Female,,North,A,93709.0,25045,22,2017-07-26,2.3,mohan.sharma47@example.com,Inactive
48,Keerthi Rao,28.0,Male,Finance,East,A,79226.0,25906,5,2024-09-15,1.3,keerthi.rao48@example.com,Inactive
49,Deepika Gupta,49.0,Female,Sales,East,B,69206.0,9271,21,2021-10-16,1.7,deepika.gupta49@example.com,Active
50,Varun Gupta,53.0,Female,HR,East,A,71428.0,71043,2,2021-11-26,2.9,varun.gupta50@example.com,Active
51,Ananya Kumar,36.0,Female,Marketing,West,B,70914.0,63394,28,2020-03-12,4.2,ananya.kumar51@example.com,Inactive
52,Neha Naidu,26.0,Female,Sales,South,A,148812.0,8518,10,2022-10-22,2.7,neha.naidu52@example.com,Inactive
53,Harsha Das,38.0,Male,Finance,West,C,98193.0,9280,23,2020-03-22,3.8,harsha.das53@example.com,Active
54,Rahul Kumar,58.0,Male,Finance,East,A,51012.0,78080,3,2023-05-31,4.5,rahul.kumar54@example.com,Active
55,Riya Rao,22.0,Male,Finance,North,B,135059.0,29249,5,2016-12-16,4.7,riya.rao55@example.com,Inactive
56,Rahul Reddy,56.0,Male,Marketing,East,A,115781.0,60056,8,2021-07-11,2.5,rahul.reddy56@example.com,Inactive
57,Aarav Das,52.0,Male,Sales,East,C,50935.0,89083,28,2020-09-02,1.6,aarav.das57@example.com,Active
58,Rahul Singh,31.0,Female,Operations,West,A,69668.0,73419,14,2023-11-22,3.5,rahul.singh58@example.com,Active
59,Mohan Naidu,37.0,Male,Finance,North,B,49853.0,68231,19,2020-06-22,1.3,mohan.naidu59@example.com,Inactive
60,Rohit Singh,25.0,Female,Finance,South,B,89098.0,99102,29,2024-07-16,2.2,rohit.singh60@example.com,Inactive
61,Pooja Kumar,44.0,Male,HR,North,A,122035.0,85400,22,2019-03-13,4.3,pooja.kumar61@example.com,Inactive
62,Aisha Patel,32.0,Male,Operations,West,B,57130.0,50492,10,2017-11-24,5.0,aisha.patel62@example.com,Inactive
63,Akash Gupta,55.0,Male,Operations,South,A,122647.0,79521,22,2019-12-27,4.2,akash.gupta63@example.com,Inactive
64,Divya Sharma,50.0,Male,Operations,West,A,32995.0,88782,10,2017-09-18,3.1,divya.sharma64@example.com,Active
65,Aditya Naidu,46.0,Female,IT,South,A,84969.0,31433,28,2022-04-13,2.2,aditya.naidu65@example.com,Active
66,Deepika Kumar,31.0,Male,Finance,North,A,89936.0,20429,29,2023-08-14,2.7,deepika.kumar66@example.com,Active
67,Suresh Rao,23.0,Male,Marketing,South,A,149618.0,3604,4,2015-10-24,3.0,suresh.rao67@example.com,Inactive
68,Nikhil Rao,39.0,Male,HR,South,A,81417.0,87990,33,2024-11-20,1.8,nikhil.rao68@example.com,Inactive
69,Sneha Rao,39.0,Male,Sales,East,A,62409.0,81863,28,2024-07-31,1.2,sneha.rao69@example.com,Active
70,Meera Das,57.0,Male,Marketing,South,C,125119.0,26678,19,2022-03-14,2.6,meera.das70@example.com,Inactive
71,Isha Naidu,33.0,Female,Finance,East,C,106482.0,77597,23,2016-10-10,2.8,isha.naidu71@example.com,Active
72,Aditya Patel,30.0,Male,Operations,South,B,77266.0,4296,13,2022-04-18,1.9,aditya.patel72@example.com,Active
73,Sneha Verma,48.0,Male,Marketing,South,C,79614.0,21975,15,2015-08-09,4.5,sneha.verma73@example.com,Inactive
74,Rohit Verma,46.0,Male,IT,West,A,70760.0,43898,14,2019-01-05,3.1,rohit.verma74@example.com,Active
75,Rahul Gupta,42.0,Male,Operations,West,A,,22458,6,2016-06-26,2.3,rahul.gupta75@example.com,Active
76,Charan Naidu,36.0,Female,HR,South,C,34751.0,22597,31,2023-04-27,2.9,charan.naidu76@example.com,Active
77,Sai Gupta,27.0,Male,Operations,West,C,141064.0,70912,14,2024-03-16,3.2,sai.gupta77@example.com,Active
78,Priya Verma,31.0,Female,Finance,East,B,70164.0,16139,15,2020-10-06,4.7,priya.verma78@example.com,Active
79,Mohan Reddy,38.0,Female,Operations,East,B,115395.0,82029,13,2021-03-26,2.7,mohan.reddy79@example.com,Active
80,Arjun Sharma,27.0,Male,Sales,South,B,98597.0,96379,9,2016-06-13,4.8,arjun.sharma80@example.com,Active
81,Riya Das,40.0,Female,IT,North,B,143224.0,54869,29,2018-10-18,1.5,riya.das81@example.com,Inactive
82,Harsha Patel,60.0,Female,Marketing,East,A,99890.0,27011,14,2023-10-15,3.6,harsha.patel82@example.com,Inactive
83,Arjun Reddy,51.0,Female,HR,North,C,60754.0,70166,6,2019-12-05,3.7,arjun.reddy83@example.com,Active
84,Pooja Gupta,29.0,Male,Sales,North,A,45911.0,81253,18,2018-10-15,1.5,pooja.gupta84@example.com,Inactive
85,Kiran Reddy,36.0,Male,Marketing,East,A,146261.0,39529,29,2022-07-07,3.2,kiran.reddy85@example.com,Inactive
86,Arjun Verma,34.0,Female,HR,North,B,119719.0,47726,15,2019-09-09,4.8,arjun.verma86@example.com,Inactive
87,Lavanya Patel,21.0,Female,,East,B,123871.0,8325,15,2025-11-21,4.5,lavanya.patel87@example.com,Active
88,Aarav Sharma,44.0,Male,HR,South,B,85482.0,23064,1,2024-02-12,3.2,aarav.sharma88@example.com,Active
89,Krishna Patel,56.0,Female,Marketing,West,C,30843.0,70030,32,2019-01-09,1.7,krishna.patel89@example.com,Inactive
90,Bhavana Rao,,Female,Operations,East,C,109343.0,67057,1,2021-01-03,1.7,bhavana.rao90@example.com,Active
91,Charan Naidu,32.0,Female,Sales,East,A,71102.0,15693,14,2024-01-01,3.3,charan.naidu91@example.com,Inactive
92,Charan Reddy,34.0,Female,,North,C,68960.0,79321,30,2020-02-03,1.9,charan.reddy92@example.com,Inactive
93,Sai Das,56.0,Male,Finance,South,B,54932.0,55052,18,2023-06-18,3.6,sai.das93@example.com,Active
94,Isha Reddy,21.0,Female,Finance,East,C,,41689,29,2023-08-03,4.8,isha.reddy94@example.com,Inactive
95,Krishna Patel,26.0,Male,Operations,West,A,57123.0,80548,6,2017-06-27,2.2,krishna.patel95@example.com,Inactive
96,Isha Naidu,57.0,Female,Marketing,East,B,92506.0,52015,1,2022-05-01,1.3,isha.naidu96@example.com,Active
97,Meera Reddy,37.0,Female,Marketing,North,A,99808.0,38219,16,2024-11-29,2.3,meera.reddy97@example.com,Inactive
98,Sneha Das,32.0,Male,HR,East,B,90111.0,81978,31,2015-08-03,4.9,sneha.das98@example.com,Inactive
99,Suresh Sharma,33.0,Female,Operations,North,A,76653.0,84891,11,2025-02-27,4.9,suresh.sharma99@example.com,Inactive
100,Ananya Singh,42.0,Male,Operations,East,C,91929.0,65632,22,2024-09-04,3.9,ananya.singh100@example.com,Inactive
101,Lavanya Rao,52.0,Female,Marketing,West,A,43274.0,36919,18,2016-04-27,1.5,lavanya.rao101@example.com,Inactive
102,Meera Patel,44.0,Male,Operations,West,A,141964.0,93575,28,2025-09-25,3.8,meera.patel102@example.com,Active
103,Vihaan Verma,54.0,Male,IT,North,A,30552.0,45331,2,2021-01-09,3.9,vihaan.verma103@example.com,Active
104,Pooja Gupta,43.0,Female,IT,North,C,61035.0,71245,4,2015-03-14,3.2,pooja.gupta104@example.com,Active
105,Meera Patel,49.0,Male,Sales,West,A,36848.0,28429,33,2023-07-03,4.5,meera.patel105@example.com,Active
106,Charan Naidu,59.0,Male,Sales,South,B,147197.0,64676,15,2016-03-30,3.4,charan.naidu106@example.com,Inactive
107,Meera Singh,33.0,Female,Finance,North,B,43428.0,69030,17,2021-01-11,2.5,meera.singh107@example.com,Inactive
108,Akash Das,25.0,Female,IT,East,B,83249.0,49704,32,2020-06-04,4.6,akash.das108@example.com,Inactive
109,Rohit Gupta,26.0,Female,HR,West,C,39960.0,5935,30,2023-06-28,1.7,rohit.gupta109@example.com,Inactive
110,Vihaan Sharma,49.0,Male,IT,North,C,47830.0,20949,4,2019-01-13,4.9,vihaan.sharma110@example.com,Inactive
111,Suresh Verma,60.0,Female,Sales,South,B,57862.0,36644,3,2016-01-31,1.5,suresh.verma111@example.com,Inactive
112,Mohan Sharma,35.0,Female,Operations,North,B,111068.0,8083,0,2025-05-14,3.7,mohan.sharma112@example.com,Active
113,Rahul Kumar,56.0,Male,Finance,North,B,74420.0,39854,3,2017-04-02,3.7,rahul.kumar113@example.com,Inactive
114,Neha Patel,42.0,Female,HR,West,C,52374.0,34397,35,2021-02-03,4.4,neha.patel114@example.com,Inactive
115,Sneha Kumar,54.0,Female,Operations,North,A,79048.0,85296,1,2015-10-04,4.3,sneha.kumar115@example.com,Active
116,Priya Rao,31.0,Male,Operations,South,C,146323.0,15606,25,2022-08-29,3.4,,Active
117,Pooja Patel,23.0,Male,Sales,West,B,140503.0,49055,21,2021-11-12,1.1,pooja.patel117@example.com,Active
118,Aditya Singh,38.0,Female,Operations,West,C,34572.0,3375,20,2019-01-28,2.0,aditya.singh118@example.com,Inactive
119,Nikhil Kumar,,Female,,West,C,52837.0,68222,10,2019-09-20,3.5,nikhil.kumar119@example.com,Inactive
120,Isha Kumar,60.0,Female,Sales,East,C,77520.0,42804,33,2018-01-30,4.5,isha.kumar120@example.com,Inactive
121,Lavanya Verma,57.0,Male,,West,C,54272.0,36858,5,2018-05-07,2.3,lavanya.verma121@example.com,Active
122,Sneha Das,31.0,Female,Finance,South,B,30593.0,97410,3,2024-10-06,1.2,sneha.das122@example.com,Inactive
123,Harsha Reddy,54.0,Female,Finance,North,C,47622.0,47867,1,2024-10-16,1.0,harsha.reddy123@example.com,Inactive
124,Pooja Reddy,58.0,Female,HR,West,B,61468.0,97782,14,2017-12-16,3.7,pooja.reddy124@example.com,Active
125,Meera Singh,38.0,Female,Operations,North,B,67208.0,19943,3,2021-07-18,2.6,meera.singh125@example.com,Inactive
126,Sai Verma,51.0,Male,IT,West,B,104459.0,64708,31,2017-06-21,2.7,sai.verma126@example.com,Inactive
127,Neha Rao,25.0,Female,Sales,West,B,46456.0,1776,29,2020-12-15,3.4,neha.rao127@example.com,Inactive
128,Pooja Das,28.0,Male,IT,East,A,64212.0,27531,34,2024-06-19,1.4,pooja.das128@example.com,Active
129,Divya Verma,50.0,Female,Sales,South,A,44413.0,10906,14,2025-02-02,3.9,divya.verma129@example.com,Inactive
130,Keerthi Patel,21.0,Male,IT,North,A,39390.0,88718,21,2023-07-08,4.0,keerthi.patel130@example.com,Inactive
131,Riya Gupta,33.0,Male,Finance,North,B,61162.0,50203,27,2024-04-14,4.7,riya.gupta131@example.com,Active
132,Neha Naidu,44.0,Female,Finance,West,B,131103.0,44732,3,2019-05-22,4.5,neha.naidu132@example.com,Inactive
133,Sneha Gupta,53.0,Male,HR,South,B,80822.0,45652,14,2020-05-30,2.4,sneha.gupta133@example.com,Inactive
134,Sneha Verma,49.0,Female,Finance,North,C,106628.0,76149,14,2020-11-24,3.4,sneha.verma134@example.com,Active
135,Isha Patel,35.0,Female,Sales,East,A,140552.0,88346,16,2021-02-08,4.8,,Inactive
136,Meera Verma,41.0,Female,Sales,South,A,66172.0,34328,7,2016-03-27,2.7,meera.verma136@example.com,Inactive
137,Rahul Verma,57.0,Male,Operations,South,C,92178.0,56834,29,2018-11-18,1.1,rahul.verma137@example.com,Inactive
138,Arjun Naidu,29.0,Male,Operations,West,C,101695.0,19731,15,2018-01-13,3.5,arjun.naidu138@example.com,Active
139,Akash Sharma,41.0,Male,IT,North,C,91982.0,24002,25,2023-04-05,1.6,akash.sharma139@example.com,Inactive
140,Sneha Das,32.0,Male,Finance,East,A,123903.0,57171,14,2024-09-02,4.7,sneha.das140@example.com,Inactive
141,Krishna Reddy,45.0,Female,Marketing,North,C,57110.0,75311,21,2025-07-25,5.0,krishna.reddy141@example.com,Active
142,Neha Reddy,52.0,Male,HR,East,B,81088.0,37739,11,2023-10-20,3.4,neha.reddy142@example.com,Inactive
143,Aditya Naidu,31.0,Male,Finance,South,B,,13442,1,2025-08-23,3.5,aditya.naidu143@example.com,Inactive
144,Suresh Kumar,48.0,Male,Marketing,North,C,47632.0,86205,8,2017-04-16,1.9,suresh.kumar144@example.com,Inactive
145,Priya Verma,60.0,Male,IT,West,C,97014.0,95917,7,2021-10-20,2.2,priya.verma145@example.com,Active
146,Lavanya Patel,37.0,Male,HR,North,B,85223.0,92296,23,2023-09-19,3.3,lavanya.patel146@example.com,Active
147,Mohan Sharma,37.0,Female,Marketing,South,A,97547.0,33046,9,2016-05-02,3.0,mohan.sharma147@example.com,Inactive
148,Isha Naidu,43.0,Male,Marketing,South,C,42868.0,16845,18,2025-06-11,2.8,isha.naidu148@example.com,Active
149,Neha Singh,22.0,Male,HR,West,A,101322.0,59939,3,2025-07-09,1.9,neha.singh149@example.com,Inactive
150,Vihaan Singh,37.0,Female,Marketing,South,A,123716.0,30274,20,2022-07-13,1.9,vihaan.singh150@example.com,Inactive
151,Isha Das,,Male,IT,North,B,49850.0,29478,31,2017-03-04,4.1,isha.das151@example.com,Inactive
152,Keerthi Sharma,,Male,Finance,West,A,142590.0,72466,20,2017-02-22,4.8,keerthi.sharma152@example.com,Active
153,Varun Gupta,43.0,Male,Finance,West,B,,41322,9,2019-06-12,2.4,varun.gupta153@example.com,Active
154,Divya Verma,40.0,Male,Finance,North,C,133860.0,7499,6,2022-12-14,2.5,divya.verma154@example.com,Inactive
155,Arjun Das,29.0,Male,HR,East,B,75429.0,2043,29,2025-12-11,2.9,arjun.das155@example.com,Active
156,Arjun Patel,46.0,Male,Marketing,West,B,129324.0,56035,7,2021-10-22,4.0,arjun.patel156@example.com,Inactive
157,Deepika Patel,30.0,Female,Marketing,West,B,42183.0,79374,20,2023-06-20,2.8,deepika.patel157@example.com,Inactive
158,Rahul Singh,35.0,Male,,West,B,38129.0,48028,26,2024-08-30,2.5,rahul.singh158@example.com,Inactive
159,Keerthi Singh,55.0,Female,Marketing,North,A,49570.0,20840,19,2021-01-13,2.6,keerthi.singh159@example.com,Inactive
160,Arjun Sharma,36.0,Female,Marketing,West,B,127081.0,68201,33,2025-02-19,1.3,arjun.sharma160@example.com,Inactive
161,Divya Verma,52.0,Female,Operations,East,A,66555.0,17413,28,2023-08-13,4.5,divya.verma161@example.com,Inactive
162,Harsha Rao,21.0,Male,Finance,North,A,118627.0,29778,23,2015-12-20,2.2,,Active
163,Ananya Gupta,27.0,Male,Finance,South,A,55663.0,80435,6,2019-04-16,1.1,ananya.gupta163@example.com,Active
164,Mohan Reddy,37.0,Male,IT,South,B,112913.0,72102,19,2021-02-09,4.7,mohan.reddy164@example.com,Inactive
165,Aarav Patel,53.0,Male,Finance,West,C,59525.0,41697,35,2015-09-27,3.7,aarav.patel165@example.com,Active
166,Isha Kumar,37.0,Female,Sales,North,A,32584.0,89288,24,2017-01-21,3.5,isha.kumar166@example.com,Active
167,Vihaan Rao,28.0,Female,IT,West,A,32501.0,57145,12,2022-12-09,1.4,vihaan.rao167@example.com,Inactive
168,Kiran Patel,53.0,Female,Operations,South,A,73843.0,10413,1,2019-08-18,3.9,kiran.patel168@example.com,Active
169,Nikhil Reddy,,Male,HR,North,A,80910.0,50457,0,2017-08-08,2.0,nikhil.reddy169@example.com,Inactive
170,Aditya Naidu,42.0,Female,Operations,West,B,101489.0,50235,29,2022-05-22,3.4,aditya.naidu170@example.com,Inactive
171,Aarav Patel,45.0,Female,IT,North,A,134288.0,90224,13,2016-04-25,3.5,aarav.patel171@example.com,Active
172,Bhavana Kumar,43.0,Male,Sales,West,C,133087.0,15125,31,2016-11-25,2.0,bhavana.kumar172@example.com,Active
173,Charan Verma,33.0,Female,Sales,East,B,117508.0,8911,23,2020-12-16,3.0,charan.verma173@example.com,Active
174,Kiran Rao,41.0,Female,,East,B,145545.0,61408,2,2025-12-03,5.0,kiran.rao174@example.com,Active
175,Nikhil Reddy,33.0,Female,Finance,South,C,123038.0,1152,20,2023-01-03,3.9,nikhil.reddy175@example.com,Inactive
176,Charan Patel,24.0,Male,Sales,South,C,90966.0,37858,8,2016-07-19,4.2,charan.patel176@example.com,Inactive
177,Harsha Naidu,42.0,Male,IT,East,B,71461.0,20072,13,2025-03-05,1.3,harsha.naidu177@example.com,Active
178,Krishna Patel,45.0,Female,Sales,East,A,147800.0,92425,28,2015-07-04,3.2,krishna.patel178@example.com,Active
179,Lavanya Naidu,37.0,Female,Marketing,East,A,137148.0,22040,29,2017-04-19,3.4,lavanya.naidu179@example.com,Inactive
180,Meera Patel,41.0,Female,Operations,East,A,52568.0,85398,18,2018-09-30,1.3,meera.patel180@example.com,Inactive
181,Vihaan Naidu,47.0,Male,Operations,South,C,105954.0,30622,11,2022-09-27,4.6,vihaan.naidu181@example.com,Active
182,Keerthi Gupta,60.0,Male,Sales,East,C,34989.0,16775,24,2020-03-05,1.4,keerthi.gupta182@example.com,Active
183,Mohan Gupta,39.0,Female,Sales,North,C,128237.0,6325,34,2023-05-15,4.6,mohan.gupta183@example.com,Active
184,Kiran Sharma,22.0,Female,Marketing,West,A,136339.0,74929,17,2025-10-24,4.8,kiran.sharma184@example.com,Inactive
185,Neha Sharma,53.0,Male,Finance,West,B,107254.0,44349,3,2017-02-13,3.4,neha.sharma185@example.com,Active
186,Pooja Sharma,23.0,Female,Finance,South,B,134976.0,77825,29,2022-08-11,3.7,pooja.sharma186@example.com,Active
187,Krishna Singh,42.0,Female,Operations,East,A,108116.0,24245,19,2025-03-19,2.5,krishna.singh187@example.com,Active
188,Pooja Sharma,44.0,Female,Marketing,North,A,,66005,27,2015-10-23,4.7,pooja.sharma188@example.com,Active
189,Aarav Naidu,28.0,Male,Sales,North,B,41227.0,88987,19,2017-04-20,4.3,aarav.naidu189@example.com,Inactive
190,Suresh Gupta,28.0,Male,Operations,North,C,78361.0,24733,28,2017-05-22,1.7,suresh.gupta190@example.com,Active
191,Riya Reddy,,Female,Finance,East,A,49678.0,28414,35,2015-03-10,2.8,riya.reddy191@example.com,Active
192,Sai Gupta,21.0,Male,Sales,South,A,99957.0,44977,34,2018-04-10,3.9,sai.gupta192@example.com,Active
193,Aditya Singh,35.0,Female,Finance,West,C,42774.0,14325,2,2021-09-19,3.0,aditya.singh193@example.com,Active
194,Rahul Rao,54.0,Female,Operations,West,C,88085.0,71370,11,2016-06-07,2.5,rahul.rao194@example.com,Inactive
195,Aditya Sharma,39.0,Female,Finance,West,A,129059.0,84993,30,2021-11-05,3.2,aditya.sharma195@example.com,Active
196,Rohit Naidu,43.0,Male,Sales,West,A,147111.0,23468,18,2017-09-01,4.0,rohit.naidu196@example.com,Active
197,Riya Rao,34.0,Male,IT,North,C,64099.0,59642,10,2018-06-07,4.1,riya.rao197@example.com,Inactive
198,Charan Naidu,47.0,Male,Sales,West,C,52111.0,65365,5,2023-09-09,3.2,charan.naidu198@example.com,Active
199,Kiran Patel,49.0,Female,IT,South,B,130273.0,20472,7,2022-08-23,2.5,kiran.patel199@example.com,Inactive
200,Suresh Das,52.0,Female,IT,West,A,140258.0,14229,24,2017-10-07,3.0,suresh.das200@example.com,Inactive
201,Suresh Das,22.0,Female,Operations,West,A,94495.0,73531,20,2018-05-29,3.6,suresh.das201@example.com,Inactive
202,Rahul Singh,30.0,Female,IT,West,C,100411.0,11068,30,2021-02-20,2.4,rahul.singh202@example.com,Inactive
203,Rahul Naidu,49.0,Male,Marketing,West,B,87496.0,55947,24,2015-04-12,3.2,rahul.naidu203@example.com,Active
204,Sai Patel,31.0,Male,Sales,North,B,88627.0,74459,34,2017-09-05,1.9,sai.patel204@example.com,Active
205,Rohit Rao,45.0,Female,Finance,West,A,,6013,19,2019-07-20,3.0,rohit.rao205@example.com,Inactive
206,Neha Sharma,35.0,Female,Finance,West,C,80126.0,34878,14,2023-06-06,4.3,neha.sharma206@example.com,Inactive
207,Rahul Patel,,Male,Finance,East,A,56065.0,14979,9,2024-09-23,2.5,rahul.patel207@example.com,Active
208,Arjun Patel,37.0,Female,Finance,East,B,149496.0,83697,4,2015-09-13,1.6,,Active
209,Deepika Reddy,36.0,Female,Marketing,South,A,94286.0,34511,5,2024-07-24,1.6,deepika.reddy209@example.com,Active
210,Divya Sharma,32.0,Male,Finance,East,A,42141.0,70821,10,2019-01-06,1.1,divya.sharma210@example.com,Inactive
211,Aditya Kumar,59.0,Male,HR,West,B,108074.0,80961,6,2019-12-28,2.9,aditya.kumar211@example.com,Active
212,Ananya Patel,23.0,Female,Marketing,South,B,146693.0,60882,25,2023-12-29,4.7,ananya.patel212@example.com,Active
213,Krishna Verma,34.0,Female,IT,East,A,76307.0,31007,29,2022-10-15,2.7,krishna.verma213@example.com,Active
214,Nikhil Singh,56.0,Female,IT,East,C,65091.0,30499,9,2021-09-18,1.1,,Inactive
215,Kiran Reddy,,Female,Finance,North,C,105829.0,74616,28,2025-04-24,2.6,kiran.reddy215@example.com,Inactive
216,Nikhil Sharma,34.0,Female,Marketing,West,A,136904.0,38234,16,2019-02-20,4.2,nikhil.sharma216@example.com,Active
217,Ananya Gupta,33.0,Female,Sales,West,B,88429.0,48183,25,2022-12-30,4.4,ananya.gupta217@example.com,Inactive
218,Suresh Kumar,44.0,Male,HR,East,C,32610.0,34323,8,2024-07-30,5.0,suresh.kumar218@example.com,Inactive
219,Charan Reddy,41.0,Female,Operations,North,B,67235.0,80191,31,2017-04-30,1.5,charan.reddy219@example.com,Inactive
220,Lavanya Verma,58.0,Male,Sales,North,C,75338.0,28894,2,2025-06-24,4.0,lavanya.verma220@example.com,Active
221,Ananya Sharma,27.0,Male,IT,West,C,,17394,25,2022-11-09,4.2,ananya.sharma221@example.com,Active
222,Charan Sharma,,Male,Sales,East,B,67237.0,95936,21,2018-09-20,4.5,charan.sharma222@example.com,Inactive
223,Divya Patel,39.0,Male,Sales,East,C,112120.0,41696,30,2015-08-13,1.7,divya.patel223@example.com,Active
224,Sneha Reddy,56.0,Male,Marketing,East,B,80833.0,14387,11,2025-06-19,3.3,sneha.reddy224@example.com,Inactive
